tsn,author,parentName,parentTsn,rankName,taxon
815055,"(Watts and Humphreys, 2003)",Paroster,728255,Species,Paroster skaphites
815056,"(Watts and Humphreys, 2003)",Paroster,728255,Species,Paroster stegastos
814963,"(Watts and Humphreys, 2006)",Paroster,728255,Species,Paroster tetrameres
728542,"(Guignot, 1955)",Paroster,728255,Species,Paroster thapsinus
814597,"Hendrich and Fery, 2008",Paroster,728255,Species,Paroster ursulae
815057,"(Watts and Humphreys, 2004)",Paroster,728255,Species,Paroster verrucosus
815058,"(Watts and Humphreys, 2003)",Paroster,728255,Species,Paroster wedgeensis
719593,"Newman, 1835",Galerucinae,678805,Tribe,Alticini
114613,"Jacoby, 1904",Alticini,719593,Genus,Agasicles
114614,"Selman and Vogt, 1971",Agasicles,114613,Species,Agasicles hygrophila
147091,,Psilopini,147050,Genus,Paratissa
147092,"(Williston, 1869)",Paratissa,147091,Species,Paratissa pollinosa
147094,"(Loew, 1869)",Paratissa,147091,Species,Paratissa semilutea
101800,"Hagen, 1861",Libellulidae,101797,Genus,Pantala
101801,"(Fabricius, 1798)",Pantala,101800,Species,Pantala flavescens
101802,"(Say, 1839)",Pantala,101800,Species,Pantala hymenaea
598720,"Navas, 1918",Dicosmoecinae,568759,Genus,Verger
609154,"(Schmid, 1955)",Verger,598720,Species,Verger affinis
609155,"(Ulmer, 1904)",Verger,598720,Species,Verger appendiculata
609156,"(Ulmer, 1904)",Verger,598720,Species,Verger armatus
609157,"(Schmid, 1957)",Verger,598720,Species,Verger bispinus
609158,"(Navas, 1918)",Verger,598720,Species,Verger bruchina
609159,"(Ulmer, 1906)",Verger,598720,Species,Verger capillatus
609160,"(Schmid, 1955)",Verger,598720,Species,Verger curtior
609161,"(Schmid, 1955)",Verger,598720,Species,Verger fuscovittatus
609162,"(Blanchard in Gay, 1851)",Verger,598720,Species,Verger impluviatus
609163,"(Schmid, 1955)",Verger,598720,Species,Verger kuscheli
609164,"(Schmid, 1955)",Verger,598720,Species,Verger limnophilus
609165,"(Navas, 1933)",Verger,598720,Species,Verger lonquimayus
609166,"(Navas, 1918)",Verger,598720,Species,Verger lutzi
609167,"(Schmid, 1952)",Verger,598720,Species,Verger masafuera
609168,"(Ulmer, 1904)",Verger,598720,Species,Verger michaelseni
609169,"(Schmid, 1955)",Verger,598720,Species,Verger modestus
609170,"(Schmid, 1955)",Verger,598720,Species,Verger obliquus
609171,"(Navas, 1907)",Verger,598720,Species,Verger porteri
609172,"(Schmid, 1955)",Verger,598720,Species,Verger quadrispinus
609173,"(Ulmer, 1904)",Verger,598720,Species,Verger spinosus
609174,"(Schmid, 1955)",Verger,598720,Species,Verger stenopterus
609175,"(Navas, 1933)",Verger,598720,Species,Verger vespersus
598190,"Ulmer, 1951",Hydropsychidae,115398,Subfamily,Diplectroninae
598263,"Barnard, 1934",Diplectroninae,598190,Genus,Sciadorus
599390,"Barnard, 1934",Sciadorus,598263,Species,Sciadorus acutus
599391,"Barnard, 1934",Sciadorus,598263,Species,Sciadorus obtusus
719581,"Heinze, 1962",Criocerinae,678802,Tribe,Lemini
719610,"Monrós, 1951",Lemini,719581,Genus,Neolema
719904,"R. White, 1993",Neolema,719610,Species,Neolema cordata
719905,"(Olivier, 1791)",Neolema,719610,Species,Neolema dorsalis
719906,"(Lacordaire, 1845)",Neolema,719610,Species,Neolema ephippium
719907,"(Linell, 1897)",Neolema,719610,Species,Neolema jacobina
719908,"R. White, 1993",Neolema,719610,Species,Neolema ovalis
719909,"R. White, 1993",Neolema,719610,Species,Neolema quadriguttata
719910,"(Olivier, 1808)",Neolema,719610,Species,Neolema sexpunctata
838235,"Gestro, 1895",Cryptonychini,719602,Genus,Ceratispa
838343,"Gestro, 1895",Ceratispa,838235,Subgenus,Ceratispa (Ceratispa)
838345,"Gressitt, 1963",Ceratispa,838235,Subgenus,Ceratispa (Metallispa)
838344,"Gressitt, 1963",Ceratispa,838235,Subgenus,Ceratispa (Papuispa)
844582,"Gressitt, 1960",Ceratispa,838235,Species,Ceratispa legalis
625444,"James, 1975",Prosopochrysini,130472,Genus,Cyphoprosopa
627614,"James, 1975",Cyphoprosopa,625444,Species,Cyphoprosopa lindneri
101653,"Selys in Förster, 1900",Aeshnidae,101596,Genus,Nasiaeschna
101654,"(Rambur, 1842)",Nasiaeschna,101653,Species,Nasiaeschna pentacantha
76566,"Hannibal, 1912",Lymnaeidae,76483,Genus,Fisherola
76567,"(Haldeman, 1841)",Fisherola,76566,Species,Fisherola nuttalli
101655,"Selys, 1883",Aeshnidae,101596,Genus,Oplonaeschna
101656,"(Hagen, 1861)",Oplonaeschna,101655,Species,Oplonaeschna armata
592740,"González-Soriano and Novelo-Gutiérrez, 1998",Oplonaeschna,101655,Species,Oplonaeschna magna
147107,,Psilopini,147050,Genus,Rhysophora
147108,"Cresson, 1924",Rhysophora,147107,Species,Rhysophora robusta
147439,,Parydrini,147377,Genus,Rhinonapaea
147440,"(Cole, 1921)",Rhinonapaea,147439,Species,Rhinonapaea metallica
625424,"Kertesz, 1916",Pachygastrinae,130185,Genus,Aspidacantha
626274,"Lindner, 1939",Aspidacantha,625424,Species,Aspidacantha aethiops
626275,"Kertesz, 1916",Aspidacantha,625424,Species,Aspidacantha atra
627776,"(Lindner, 1966)",Aspidacantha,625424,Species,Aspidacantha minuta
147465,,Ephydridae,146893,Subfamily,Ephydrinae
147466,,Ephydrinae,147465,Tribe,Ephydrini
147472,,Ephydrini,147466,Genus,Cirrula
147473,"(Coquillett, 1900)",Cirrula,147472,Species,Cirrula austrina
147476,"Cresson, 1915",Cirrula,147472,Species,Cirrula gigantea
114898,"Swaine, 1918",Scolytinae,678830,Genus,Hylurgopinus
114899,"(Eichhoff, 1868)",Hylurgopinus,114898,Species,Hylurgopinus rufipes
147388,,Parydrini,147377,Genus,Parydra
147389,"Loew, 1861",Parydra,147388,Species,Parydra abbreviata
147391,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra acuta
147392,"(Cresson, 1924)",Parydra,147388,Species,Parydra alpina
147394,"Loew, 1878",Parydra,147388,Species,Parydra appendiculata
147395,"(Fallen, 1813)",Parydra,147388,Species,Parydra aquila
147401,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra arctica
147402,"Jones, 1906",Parydra,147388,Species,Parydra aurata
147403,"(Cresson, 1949)",Parydra,147388,Species,Parydra borealis
147405,Loew,Parydra,147388,Species,Parydra breviceps
147408,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra copis
147409,"(Cresson, 1930)",Parydra,147388,Species,Parydra halteralis
147411,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra hamata
147412,"Williston, 1897",Parydra,147388,Species,Parydra humilis
147413,"Loew, 1878",Parydra,147388,Species,Parydra imitans
147415,"Cresson, 1930",Parydra,147388,Species,Parydra incommoda
147416,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra lingulata
147417,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra parasocia
147418,"Cresson, 1949",Parydra,147388,Species,Parydra parva
147420,"Loew, 1862",Parydra,147388,Species,Parydra paullula
147421,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra pedalis
147422,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra penabbreviata
147423,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra penisica
147424,"(Walker, 1852)",Parydra,147388,Species,Parydra pinguis
147426,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra quadriloba
147427,"Loew, 1862",Parydra,147388,Species,Parydra quadrituberculata
147428,"(Cresson, 1934)",Parydra,147388,Species,Parydra socia
147430,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra spinosa
147431,"Clausen and Cook, 1971",Parydra,147388,Species,Parydra succurva
147432,"Cresson, 1940",Parydra,147388,Species,Parydra transversa
147433,"Loew, 1878",Parydra,147388,Species,Parydra unituberculata
147434,"(Cresson, 1933)",Parydra,147388,Species,Parydra vanduzeei
147436,"Loew, 1863",Parydra,147388,Species,Parydra varia
147437,"(Cresson, 1949)",Parydra,147388,Species,Parydra vulgaris
609516,"Lugo-Ortiz and McCafferty, 1998",Baetidae,100755,Genus,Varipes
609586,"Lugo-Ortiz and McCafferty, 1998",Varipes,609516,Species,Varipes lasiobrachius
719611,"Des Gozis, 1886",Lemini,719581,Genus,Oulema
719809,"Monrós, 1951",Oulema,719611,Subgenus,Oulema (Hapsidolemoides)
719810,"Des Gozis, 1886",Oulema,719611,Subgenus,Oulema (Oulema)
114615,"Chevrolat in Dejean, 1836",Alticini,719593,Genus,Disonycha
720710,"Blatchley, 1924",Disonycha,114615,Species,Disonycha admirabila
114637,"Schaeffer, 1919",Disonycha,114615,Species,Disonycha alabamae
114621,"(Illiger, 1807)",Disonycha,114615,Species,Disonycha alternata
114636,"Jacoby, 1884",Disonycha,114615,Species,Disonycha antennata
114626,"Casey, 1884",Disonycha,114615,Species,Disonycha arizonae
114630,"Blake, 1970",Disonycha,114615,Species,Disonycha balsbaughi
114640,"Blake, 1951",Disonycha,114615,Species,Disonycha barberi
114649,"Schaeffer, 1931",Disonycha,114615,Species,Disonycha brevicornis
114628,"(Fabricius, 1775)",Disonycha,114615,Species,Disonycha caroliniana
114651,"(Olivier, 1808)",Disonycha,114615,Species,Disonycha chlorotica
114642,"(Fabricius, 1801)",Disonycha,114615,Species,Disonycha collata
114617,"(Fabricius, 1801)",Disonycha,114615,Species,Disonycha conjugata
114634,"(Fabricius, 1792)",Disonycha,114615,Species,Disonycha discoidea
114631,"Jacoby, 1884",Disonycha,114615,Species,Disonycha figurata
114632,"(J. L. LeConte, 1858)",Disonycha,114615,Species,Disonycha fumata
114648,"(Randall, 1838)",Disonycha,114615,Species,Disonycha funerea
114639,"(Fabricius, 1775)",Disonycha,114615,Species,Disonycha glabrata
114633,"Schaeffer, 1919",Disonycha,114615,Species,Disonycha latifrons
114622,"Hatch in Hatch and Beller, 1932",Disonycha,114615,Species,Disonycha latiovittata
114635,"Blatchley, 1917",Disonycha,114615,Species,Disonycha leptolineata
114620,"(J. L. LeConte, 1857)",Disonycha,114615,Species,Disonycha limbicollis
114641,"Mannerheim, 1843",Disonycha,114615,Species,Disonycha maritima
114616,"(Illiger, 1807)",Disonycha,114615,Species,Disonycha pensylvanica
114624,"(J. L. LeConte, 1858)",Disonycha,114615,Species,Disonycha pluriligata
114646,"Horn, 1889",Disonycha,114615,Species,Disonycha politula
114618,"Casey, 1884",Disonycha,114615,Species,Disonycha procera
114625,"(J. L. LeConte, 1859)",Disonycha,114615,Species,Disonycha punctigera
114623,"Blake, 1933",Disonycha,114615,Species,Disonycha schaefferi
114643,"(J. L. LeConte, 1859)",Disonycha,114615,Species,Disonycha semicarbonata
114652,"Blake, 1928",Disonycha,114615,Species,Disonycha spilotrachela
114650,"Schaeffer, 1931",Disonycha,114615,Species,Disonycha stenosticha
114627,"Horn, 1889",Disonycha,114615,Species,Disonycha tenuicornis
114645,"(Say, 1824)",Disonycha,114615,Species,Disonycha triangularis
114619,"(Say, 1824)",Disonycha,114615,Species,Disonycha uniguttata
114647,"Horn, 1889",Disonycha,114615,Species,Disonycha varicornis
114653,"Csiki, 1939",Disonycha,114615,Species,Disonycha weisei
114629,"Blake, 1957",Disonycha,114615,Species,Disonycha weismani
114644,"(Dalman, 1823)",Disonycha,114615,Species,Disonycha xanthomelas
76580,"O. F. Muller, 1774",Planorbidae,76591,Genus,Ancylus
76581,"Müller, 1774",Ancylus,76580,Species,Ancylus fluviatilis
609520,"Flowers, 1985",Baetidae,100755,Genus,Guajirolus
609681,"Flowers, 1985",Guajirolus,609520,Species,Guajirolus ektrapeloglossa
609682,"Lugo-Ortiz and McCafferty, 1995",Guajirolus,609520,Species,Guajirolus nanus
1150382,"Belkin, 1962",Culicinae,126087,Tribe,Ficalbiini
1150434,"Theobald, 1903",Ficalbiini,1150382,Genus,Mimomyia
1150571,"Theobald, 1904",Mimomyia,1150434,Subgenus,Mimomyia (Etorleptiomyia)
1150554,"Edwards, 1912",Mimomyia,1150434,Subgenus,Mimomyia (Ingramia)
1150555,"Theobald, 1903",Mimomyia,1150434,Subgenus,Mimomyia (Mimomyia)
128844,Keiffer,Orthocladiinae,128457,Genus,Nanocladius
128848,"Dendy and Sublette, 1959",Nanocladius,128844,Species,Nanocladius alternantherae
128850,"Saether, 1977",Nanocladius,128844,Species,Nanocladius anderseni
128866,(Palmer),Nanocladius,128844,Species,Nanocladius balticus
128846,"(Zetterstedt, 1838)",Nanocladius,128844,Species,Nanocladius bicolor
128851,"Saether, 1977",Nanocladius,128844,Species,Nanocladius branchicolus
128864,,Nanocladius,128844,Species,Nanocladius brevinervis
128852,"Saether, 1977",Nanocladius,128844,Species,Nanocladius crassicornus
128853,"(Malloch, 1915)",Nanocladius,128844,Species,Nanocladius distinctus
128855,"(Steffan, 1965)",Nanocladius,128844,Species,Nanocladius downesi
128857,"Saether, 1977",Nanocladius,128844,Species,Nanocladius incomptus
128858,"Sublette, 1970",Nanocladius,128844,Species,Nanocladius mallochi
128859,"Saether, 1977",Nanocladius,128844,Species,Nanocladius minimus
128865,Keiffer,Nanocladius,128844,Species,Nanocladius parvulus
128860,"(Kieffer, 1911)",Nanocladius,128844,Species,Nanocladius rectinervis
128863,,Nanocladius,128844,Species,Nanocladius sordens
128862,"Saether, 1977",Nanocladius,128844,Species,Nanocladius spiniplenus
128533,,Orthocladiinae,128457,Genus,Chasmatonotus
128534,"Rempel, 1937",Chasmatonotus,128533,Species,Chasmatonotus atripes
128535,"Rempel, 1937",Chasmatonotus,128533,Species,Chasmatonotus bicolor
128536,"Osten Sacken, 1877",Chasmatonotus,128533,Species,Chasmatonotus bimaculatus
128537,"Coquillett, 1905",Chasmatonotus,128533,Species,Chasmatonotus fascipennis
128538,"Coquillett, 1905",Chasmatonotus,128533,Species,Chasmatonotus hyalinus
128539,"Rempel, 1937",Chasmatonotus,128533,Species,Chasmatonotus maculipennis
128540,"Loew, 1864",Chasmatonotus,128533,Species,Chasmatonotus unimaculatus
128541,"Coquillett, 1900",Chasmatonotus,128533,Species,Chasmatonotus univittatus
598191,"Curtis, 1835",Hydropsychidae,115398,Subfamily,Hydropsychinae
598265,"McFarlane, 1976",Hydropsychinae,598191,Genus,Aoteapsyche
599398,"(McFarlane, 1960)",Aoteapsyche,598265,Species,Aoteapsyche catherinae
599399,"(McLachlan, 1871)",Aoteapsyche,598265,Species,Aoteapsyche colonica
599400,"(Tillyard, 1924)",Aoteapsyche,598265,Species,Aoteapsyche philpotti
599401,"(McFarlane, 1973)",Aoteapsyche,598265,Species,Aoteapsyche raruraru
599402,"(Mosely in Mosely & Kimmins, 1953)",Aoteapsyche,598265,Species,Aoteapsyche tepoka
599403,"(McFarlane, 1964)",Aoteapsyche,598265,Species,Aoteapsyche tipua
838230,"Medvedev, 1992",Leptispini,837907,Genus,Ovotispa
844448,"(Pic, 1928)",Ovotispa,838230,Species,Ovotispa atricolor
101666,"Needham, 1897",Gomphidae,101664,Genus,Stylurus
593018,"(Walsh, 1862)",Stylurus,101666,Species,Stylurus amnicola
593019,"Gloyd, 1944",Stylurus,101666,Species,Stylurus falcatus
593020,"(Hagen in Selys, 1858)",Stylurus,101666,Species,Stylurus intricatus
206627,"Williamson, 1932",Stylurus,101666,Species,Stylurus ivae
593021,"Williamson, 1932",Stylurus,101666,Species,Stylurus laurae
593022,"(Rambur, 1842)",Stylurus,101666,Species,Stylurus notatus
593023,"(Selys, 1873)",Stylurus,101666,Species,Stylurus olivaceus
206624,"(Selys, 1854)",Stylurus,101666,Species,Stylurus plagiatus
593024,"(Needham, 1942)",Stylurus,101666,Species,Stylurus potulentus
593025,"(Selys, 1873)",Stylurus,101666,Species,Stylurus scudderi
593026,"(Walsh, 1862)",Stylurus,101666,Species,Stylurus spiniceps
593027,"Gloyd, 1936",Stylurus,101666,Species,Stylurus townesi
128520,Kieffer,Orthocladiinae,128457,Genus,Chaetocladius
128521,"(Goetgebuer, 1933)",Chaetocladius,128520,Species,Chaetocladius adsimilis
128523,"Brundin, 1956",Chaetocladius,128520,Species,Chaetocladius grandilobus
128524,"(Jacobsen, 1898)",Chaetocladius,128520,Species,Chaetocladius holmgreni
128526,"(Meigen, 1830)",Chaetocladius,128520,Species,Chaetocladius perennis
128531,Kieffer,Chaetocladius,128520,Species,Chaetocladius setiger
128528,Joahnnsen,Chaetocladius,128520,Species,Chaetocladius stamfordi
128532,,Chaetocladius,128520,Species,Chaetocladius vitellinus
101770,"Needham, 1897",Gomphidae,101664,Genus,Arigomphus
101772,"(Tough, 1900)",Arigomphus,101770,Species,Arigomphus cornutus
101773,"(Hagen in Selys, 1878)",Arigomphus,101770,Species,Arigomphus furcifer
592792,"(Needham, 1902)",Arigomphus,101770,Species,Arigomphus lentulus
101774,"(Ferguson, 1950)",Arigomphus,101770,Species,Arigomphus maxwelli
101771,"(Rambur, 1842)",Arigomphus,101770,Species,Arigomphus pallidus
101775,"(Williamson, 1914)",Arigomphus,101770,Species,Arigomphus submedianus
101776,"(Selys, 1854)",Arigomphus,101770,Species,Arigomphus villosipes
101803,"Hagen, 1861",Libellulidae,101797,Genus,Perithemis
593325,"Kirby, 1889",Perithemis,101803,Species,Perithemis bella
593326,"Ris, 1910",Perithemis,101803,Species,Perithemis cornelia
553072,"(Drury, 1773)",Perithemis,101803,Species,Perithemis domitia
593327,"Ris, 1930",Perithemis,101803,Species,Perithemis electra
593328,"(Selys in Sagra, 1857)",Perithemis,101803,Species,Perithemis icteroptera
101806,"Kirby, 1889",Perithemis,101803,Species,Perithemis intensa
593329,"(Perty, 1834)",Perithemis,101803,Species,Perithemis lais
101807,"Kirby, 1889",Perithemis,101803,Species,Perithemis mooma
593330,"Hoffmann, 1991",Perithemis,101803,Species,Perithemis parzefalli
593331,"Dunkle, 1982",Perithemis,101803,Species,Perithemis rubita
101804,"(Say, 1839)",Perithemis,101803,Species,Perithemis tenera
593332,"Kirby, 1889",Perithemis,101803,Species,Perithemis thais
719585,"Hope, 1840",Cassidinae,719576,Tribe,Mesomphaliini
719626,"Spaeth, 1913",Mesomphaliini,719585,Genus,Hilarocassis
839146,"(Germar, 1824)",Hilarocassis,719626,Species,Hilarocassis albida
841189,"Borowiec, 2002",Hilarocassis,719626,Species,Hilarocassis bordoni
839147,"(Boheman, 1850)",Hilarocassis,719626,Species,Hilarocassis evanida
720001,"(Linnaeus, 1767)",Hilarocassis,719626,Species,Hilarocassis exclamationis
841098,"Swietojanska, 2003",Hilarocassis,719626,Species,Hilarocassis maculicollis
839145,"(Boheman, 1854)",Hilarocassis,719626,Species,Hilarocassis nigritarsis
839148,"Spaeth, 1913",Hilarocassis,719626,Species,Hilarocassis quinquelineata
839149,"(Spaeth, 1922)",Hilarocassis,719626,Species,Hilarocassis rubripennis
839150,"(Boheman, 1850)",Hilarocassis,719626,Species,Hilarocassis suturella
839151,"(Boheman, 1854)",Hilarocassis,719626,Species,Hilarocassis venusta
1156460,"Toussaint and Balke in Toussaint et al., 2017",Agabinae,728212,Tribe,Platynectini
811084,"Guéorguiev, 1971",Platynectini,1156460,Genus,Andonectes
811346,"(Régimbart, 1899)",Andonectes,811084,Species,Andonectes aequatorius
814659,"Trémouilles, 2001",Andonectes,811084,Species,Andonectes maximus
625429,"Lindner, 1937",Pachygastrinae,130185,Genus,Burmabrithes
626320,"Lindner, 1937",Burmabrithes,625429,Species,Burmabrithes annulipes
114681,"LeConte, 1876",Brachycerinae,678826,Genus,Lissorhoptrus
114683,"Kuschel, 1952",Lissorhoptrus,114681,Species,Lissorhoptrus buchanani
114684,"Kuschel, 1952",Lissorhoptrus,114681,Species,Lissorhoptrus chapini
114685,"Kuschel, 1952",Lissorhoptrus,114681,Species,Lissorhoptrus lacustris
114686,"Kuschel, 1952",Lissorhoptrus,114681,Species,Lissorhoptrus longipennis
114687,"Kuschel, 1952",Lissorhoptrus,114681,Species,Lissorhoptrus oryzophilus
114682,"(Say, 1831)",Lissorhoptrus,114681,Species,Lissorhoptrus simplex
811085,"Jakowlew, 1897",Agabini,728216,Genus,Hydronebrius
811347,"Toledo, 1994",Hydronebrius,811085,Species,Hydronebrius amplicollis
811348,"(Reitter, 1896)",Hydronebrius,811085,Species,Hydronebrius cordaticollis
811349,"(Vazirani, 1964)",Hydronebrius,811085,Species,Hydronebrius kashmirensis
811350,"Brancucci, 1980",Hydronebrius,811085,Species,Hydronebrius mattheyi
128542,,Orthocladiinae,128457,Genus,Clunio
128555,Hesse,Clunio,128542,Species,Clunio africanus
128544,Oliveira,Clunio,128542,Species,Clunio brasiliensis
128549,Stone and Wirth,Clunio,128542,Species,Clunio brevis
128547,Hashimoto,Clunio,128542,Species,Clunio californiensis
128545,Wirth,Clunio,128542,Species,Clunio fuscipennis
128551,Stone and Wirth,Clunio,128542,Species,Clunio littoralis
128556,Haliday,Clunio,128542,Species,Clunio marinus
128543,"Stone and Wirth, 1947",Clunio,128542,Species,Clunio marshalli
128557,Hashimoto,Clunio,128542,Species,Clunio martini
128554,Edwards,Clunio,128542,Species,Clunio pacificus
128552,Hashimoto,Clunio,128542,Species,Clunio purpureus
128546,Stone and Wirth,Clunio,128542,Species,Clunio schmitti
128553,Tokunago,Clunio,128542,Species,Clunio tsushimensis
128548,Tokinago,Clunio,128542,Species,Clunio tuthilli
128550,Stone and Wirth,Clunio,128542,Species,Clunio vagans
128558,Stone and Wirth,Clunio,128542,Species,Clunio vagansmensis
598719,"Flint, 1967",Hydroptilinae,598221,Genus,Nothotrichia
608930,"Flint, 1983",Nothotrichia,598719,Species,Nothotrichia cautinensis
608931,"Flint, 1967",Nothotrichia,598719,Species,Nothotrichia illiesi
608932,"Harris & Armitage, 1997",Nothotrichia,598719,Species,Nothotrichia shasta
625445,"Bigot, 1883",Stratiomyini,130483,Genus,Cyrtopus
626467,"Bigot, 1884",Cyrtopus,625445,Species,Cyrtopus fastuosus
628402,"(Lachaise & Lindner, 1973)",Cyrtopus,625445,Species,Cyrtopus magnificus
628403,"(Lindner, 1938)",Cyrtopus,625445,Species,Cyrtopus smaragdiferus
1063800,"Fairmaire, 1889",Larainae,678521,Genus,Hydrethus
1064452,"Fairmaire, 1889",Hydrethus,1063800,Species,Hydrethus dermestoides
1064453,"Bameul, 1996",Hydrethus,1063800,Species,Hydrethus elouardi
1064454,"Delève, 1963",Hydrethus,1063800,Species,Hydrethus perrieri
1064455,"Delève, 1963",Hydrethus,1063800,Species,Hydrethus proximus
719613,"Weise, 1910",Chalepini,719583,Genus,Anisostena
719811,"Weise, 1910",Anisostena,719613,Subgenus,Anisostena (Anisostena)
838312,"Staines, 1993",Anisostena,719613,Subgenus,Anisostena (Apostena)
838313,"Monrós and Viana, 1947",Anisostena,719613,Subgenus,Anisostena (Neostena)
114910,"Erichson, 1836",Scolytinae,678830,Genus,Dendroctonus
114911,"Blandford, 1897",Dendroctonus,114910,Species,Dendroctonus adjunctus
114912,"Dietz, 1890",Dendroctonus,114910,Species,Dendroctonus approximatus
114913,"LeConte, 1876",Dendroctonus,114910,Species,Dendroctonus brevicomis
114914,"Zimmermann, 1868",Dendroctonus,114910,Species,Dendroctonus frontalis
114915,"Hopkins, 1909",Dendroctonus,114910,Species,Dendroctonus jeffreyi
114916,"(Kugelann, 1794)",Dendroctonus,114910,Species,Dendroctonus micans
114917,"Hopkins, 1909",Dendroctonus,114910,Species,Dendroctonus murrayanae
1085235,"Chapuis, 1869",Dendroctonus,114910,Species,Dendroctonus parallelocollis
114918,"Hopkins, 1902",Dendroctonus,114910,Species,Dendroctonus ponderosae
114919,"Hopkins, 1905",Dendroctonus,114910,Species,Dendroctonus pseudotsugae
114920,"LeConte, 1868",Dendroctonus,114910,Species,Dendroctonus punctatus
1085236,"Thomas and Bright, 1970",Dendroctonus,114910,Species,Dendroctonus rhizophagus
114921,"(Kirby, 1837)",Dendroctonus,114910,Species,Dendroctonus rufipennis
114922,"LeConte, 1868",Dendroctonus,114910,Species,Dendroctonus simplex
114923,"(Olivier, 1795)",Dendroctonus,114910,Species,Dendroctonus terebrans
114924,"LeConte, 1860",Dendroctonus,114910,Species,Dendroctonus valens
1085237,"Wood, 1974",Dendroctonus,114910,Species,Dendroctonus vitei
598706,"Kimmins in Mosely & Kimmins, 1953",Hydrobiosini,598250,Genus,Ulmerochorema
608071,"(Mosely in Mosely & Kimmins, 1953)",Ulmerochorema,598706,Species,Ulmerochorema breve
608072,"Neboiss, 1962",Ulmerochorema,598706,Species,Ulmerochorema lentum
608073,"Neboiss, 1962",Ulmerochorema,598706,Species,Ulmerochorema luxaturum
608074,"Neboiss, 1962",Ulmerochorema,598706,Species,Ulmerochorema membrum
608075,"Neboiss, 1977",Ulmerochorema,598706,Species,Ulmerochorema onychion
608076,"Neboiss, 1962",Ulmerochorema,598706,Species,Ulmerochorema rubiconum
608077,"(Mosely in Mosely & Kimmins, 1953)",Ulmerochorema,598706,Species,Ulmerochorema seonum
608078,"(Ulmer, 1916)",Ulmerochorema,598706,Species,Ulmerochorema stigmum
608079,"(Mosely in Mosely & Kimmins, 1953)",Ulmerochorema,598706,Species,Ulmerochorema tasmanicum
598261,"Ulmer, 1928",Diplectroninae,598190,Genus,Diplectronella
599376,"Mosely, 1931",Diplectronella,598261,Species,Diplectronella afra
599377,"Mosely, 1931",Diplectronella,598261,Species,Diplectronella indica
599378,"(Ulmer, 1909)",Diplectronella,598261,Species,Diplectronella jacobsoni
599379,"Schmid, 1961",Diplectronella,598261,Species,Diplectronella kimalaksa
599380,"Marlier, 1961",Diplectronella,598261,Species,Diplectronella medialis
599381,"(Marlier, 1943)",Diplectronella,598261,Species,Diplectronella sinuata
599382,"(Hagen, 1858)",Diplectronella,598261,Species,Diplectronella taprobanes
128809,,Orthocladiinae,128457,Genus,Lipurometriocnemus
128810,"Saether, 1982",Lipurometriocnemus,128809,Species,Lipurometriocnemus vixlobatus
591868,"Selys, 1869",Libellulidae,101797,Genus,Zenithoptera
593367,"Pujol-Luz, 1993",Zenithoptera,591868,Species,Zenithoptera anceps
593368,"(Linnaeus, 1758)",Zenithoptera,591868,Species,Zenithoptera fasciata
593369,"Santos, 1941",Zenithoptera,591868,Species,Zenithoptera lanei
593370,"Ris, 1910",Zenithoptera,591868,Species,Zenithoptera viola
114688,"LeConte, 1876",Curculionidae,114666,Genus,Lixellus
114689,"LeConte, 1876",Lixellus,114688,Species,Lixellus filiformis
618289,"Burke, 1963",Lixellus,114688,Species,Lixellus haldemani
618290,"(LeConte, 1876)",Lixellus,114688,Species,Lixellus hubbardi
618291,"(Boheman, 1843)",Lixellus,114688,Species,Lixellus lutulentus
598707,"Kimmins, 1953",Hydrobiosini,598250,Genus,Xanthochorema
608080,"Schmid, 1989",Xanthochorema,598707,Species,Xanthochorema bifurcatum
608081,"Schmid, 1989",Xanthochorema,598707,Species,Xanthochorema calcaratum
608082,"Kimmins, 1953",Xanthochorema,598707,Species,Xanthochorema caledon
608083,"Schmid, 1989",Xanthochorema,598707,Species,Xanthochorema celadon
609180,"Ward & Mary, 2000",Xanthochorema,598707,Species,Xanthochorema paniensis
1150384,"Belkin, 1962",Culicinae,126087,Tribe,Hodgesiini
1150438,"Theobald, 1904",Hodgesiini,1150384,Genus,Hodgesia
1151036,"Barraud, 1929",Hodgesia,1150438,Species,Hodgesia bailyi
1151228,"Taylor, 1919",Hodgesia,1150438,Species,Hodgesia cairnsensis
1151494,"Theobald, 1909",Hodgesia,1150438,Species,Hodgesia cyptopus
1152321,"Thurman, 1959",Hodgesia,1150438,Species,Hodgesia lampangensis
1152533,"Leicester, 1908",Hodgesia,1150438,Species,Hodgesia malayi
1152782,"Edwards, 1930",Hodgesia,1150438,Species,Hodgesia nigeriae
1153134,"Edwards, 1930",Hodgesia,1150438,Species,Hodgesia psectropus
